"","year","country.x","TOTAL","TAX","SPEND","DTOTALE","DTAXE","DSPENDE","ccode","WAGESH","NPINV","PDEBT","RYIELD","RGROWTH","INFL","UNEM","OGAP","ACTPOPG","RGDPGR","GPINVB","RGDPB","COMNGCONS","COMNGINV","country.y","gini_disp","gini_mkt","country.x.x","iso","ifs","pop","gdp","iy","cpi","ca","imports","exports","narrowm","money","stir","ltrate","hpnom","unemp","wage","debtgdp","revenue","expenditure","xrusd","tloans","tmort","thh","tbus","bdebt","lev","ltd","noncore","crisisJST","crisisJST_old","peg","peg_strict","peg_type","peg_base","JSTtrilemmaIV","eq_tr","housing_tr","bond_tr","bill_rate","rent_ipolated","housing_capgain_ipolated","housing_capgain","housing_rent_rtn","housing_rent_yd","eq_capgain","eq_dp","eq_capgain_interp","eq_tr_interp","eq_dp_interp","bond_rate","eq_div_rtn","capital_tr","risky_tr","safe_tr","country.y.y","ginv","pinv","ginv_nom","pinv_nom","RGCONS","NGCONS","SOCPR","HEALTH","EDUC","PUBSERV","OTHER","DEFSAFE","HOUS","ENVIR","ECAFF","ORDER","DEF","RECR","CAPB","change_CAPB","sum_spillover_total","sum_spillover_tax","sum_spillover_spend","GREXPART","banking_crisis","V1","sum_spillover_CAPB","approval","Country","STRIKE","GOVCRISIS","RIOTS","DEMONSTR","lrgov","TOPTEN","BOTTOMFIFTY","TOPBOTTOM","log_TOPBOTTOM","log_ginv","log_pinv","log_RGCONS","RATIOINVCONS","CONSRATIOINVCONS","log_DEFSAFE","log_EDUC","log_HEALTH","log_OTHER","log_PUBSERV","log_SOCPR","log_APPROV","log_WAGESH"
"23","2000","Australia",0,0,0,0,0,0,"AUS",NA,NA,19.497,1.002564852,3.1,"4.457",6.278,"0.6",1.324320995,2.025110176,NA,1063.069,NA,NA,"Australia",31.6,47.7,"Australia","AUS",193,19053,661159,0.241303684,124.3326631,-27114.13059,123495,110355,115311.3104,441076.9661,5.976084178,6.314569334,150.193671,6.2826,134.6834892,19.559,169921,160408,1.805054152,501168.72,267210,313281,187887,507242,4.928369383,127.8113632,46.10480982,0,0,0,0,"FLOAT","USA",0,0.050225396,0.136053145,0.172906116,0.059760842,NA,NA,0.099629536,0.036423605,0.033123523,0.014764539,0.034944911,NA,NA,NA,0.06314569,0.035460856,0.10999129,0.109616123,0.116333477,"Australia",18.587,137.449,20.318,150.251,172,77.149499725,113030.012329565,62395.380008024,59789.6,52056.2611627638,71010.8114527736,113030.012329565,"6556.6243491091","5318.3345339209","48517.2168487248","17731.2882638409","20885.6211789865","10618.6357210187",1.43,-1.96,0.004586217,-0.001774781,0.006360998,0.574050596,0,23,0,48.908352,"Australia",0,0,0,0,9,0.3189,0.1796,1.77561247216036,0.574145418147913,2.92246241162622,4.92325293921193,5.14749447681345,0.263358804301048,NA,11.635408658267,10.9985870117706,11.0412465132836,11.1705874184137,10.8600803581202,11.635408658267,3.8899481794426,NA
"24","2001","Australia",0,0,0,0,0,0,"AUS",NA,NA,17.111,1.602864638,2.6,"4.407",6.77,"-0.334",1.34184875,3.979609978,NA,1105.375,NA,NA,"Australia",31.7,48.1,"Australia","AUS",193,19294,705066,0.22865345,129.8121719,-15885.13698,124382,122531,139992.225,502184.6637,4.800190077,5.615264328,162.6763137,6.7423,141.7881227,17.177,166079,164548,1.958480219,552921.38,302902,352485,200436,523429,6.847474163,123.5514145,43.12659442,0,0,0,0,"FLOAT","USA",0,0.101346247,0.117296189,0.017728433,0.0480019,NA,NA,0.083105847,0.034190346,0.031566948,0.065045804,0.034083456,NA,NA,NA,0.056152642,0.036300443,0.108545586,0.112386569,0.032865167,"Australia",19.196,131.769,21.682,148.839,175,70.39329141,114575.58967588,66688.1719472266,63115.4,48791.9464758397,76054.9397492671,114575.58967588,"7183.6241052779","5842.1743638936","52671.6295514118","18949.8041898379","21913.2683243993","10357.5117286838",0.32,-1.11,0.000321469,0.000283649,3.78e-05,-0.794549277,0,24,0,51.270908,"Australia",0,0,0,0,9,0.3171,0.1863,1.70209339774557,0.531858903936759,2.954701923996,4.88105038954756,5.16478597392351,0.308012305799355,NA,11.6489900560006,11.0527200758045,11.107782884053,11.239211249546,10.7953205469893,11.6489900560006,3.93712349580067,NA
"25","2002","Australia",0,0,0,0,0,0,"AUS",NA,NA,15.011,2.111423786,4.2,"3.049",6.367,"0.2",1.326415908,3.09071582,NA,1139.539,NA,NA,"Australia",31.7,48.1,"Australia","AUS",193,19345,754253,0.254578287,133.7695949,-28767.20942,134039,119458,179972.4403,537277.2397,4.550833333,5.843957711,195.965797,6.3676,147.4961932,15.062,170753,174403,1.766160367,638061.02,350989,410680,227381,570396,5.398368658,121.3099747,43.93148538,0,0,0,0,"FLOAT","USA",0,-0.080964096,0.236951575,0.127730608,0.045508333,NA,NA,0.204639897,0.032311674,0.026822684,-0.114408165,0.037764657,NA,NA,NA,0.058439579,0.033444073,0.152373001,0.155230135,0.086619467,"Australia",20.304,153.075,23.327,175.863,181,72.621030254,114313.141266691,69056.9767179956,64410,47648.4483997413,76801.3926486048,114313.141266691,"7368.4045305338","6295.7078571112","52515.3129365661","19788.1320205709","23944.1221746117","10621.9673243937",1.72,1.4,0.000525318,0.000263983,0.000261335,-0.110886997,0,25,0,57.34383,"Australia",0,0,0,0,9,0.3264,0.1768,1.84615384615385,0.613104472886409,3.01081791097203,5.03092799736402,5.19849703126583,0.321215492515202,NA,11.6466968148862,11.0730241795409,11.142687192372,11.2489780524167,10.7716053461123,11.6466968148862,4.04906525278334,NA
"26","2003","Australia",0,0,0,0,0,0,"AUS",NA,NA,13.182,2.869180754,3,"2.731",5.93,"-0.186",1.272420158,4.224339843,NA,1187.677,NA,NA,"Australia",31.7,48.1,"Australia","AUS",193,19767,800960,0.264225543,137.4226007,-42875.3888,136544,107956,198074.8685,601112.9572,4.809166667,5.366775498,231.631572,5.9287,153.8394605,13.208,183659,182268,1.333333333,755126.42,419409,486353,268773,572036,5.20427517,123.0718689,41.73241973,0,0,0,0,"FLOAT","USA",0,0.158641934,0.209342152,0.022816898,0.048091665,NA,NA,0.182000965,0.027341193,0.023131277,0.11107377,0.042812791,NA,NA,NA,0.053667754,0.047568168,0.190707967,0.196171463,0.035454281,"Australia",19.935,168.899,23.161,196.231,186,86.114152592,123339.322477879,72263.4967323175,66428.8,45760.6960857641,80219.0101719115,123339.322477879,"7787.8263905908","6340.4947299321","54654.9821029743","21076.3377820895","22013.7358756975","11435.7069484143",2.42,0.7,0.090640456,0.006002669,0.084637787,0.349935158,0,26,0,60.46011,"Australia",0,0,0,0,9,0.3261,0.1813,1.79867622724766,0.587050965034468,2.99247698083332,5.12930090313311,5.2257466737132,0.268956951939531,NA,11.7226945554047,11.1038859763685,11.1880743945122,11.2925158003288,10.7311808376024,11.7226945554047,4.10198380873437,NA
"27","2004","Australia",0,0,0,0,0,0,"AUS",NA,NA,11.904,2.988227848,4.1,"2.342",5.392,"0.509",1.283190428,3.154056195,NA,1225.137,NA,NA,"Australia",31.7,48.1,"Australia","AUS",193,19995,861039,0.267581951,140.6407249,-54443.49597,148924,117773,211328.7522,655708.1605,5.25,5.590774507,246.7209384,5.3947,160.9876006,11.942,192723,189587,1.283697047,865325.92,474827,549628,315698,617142,4.784511755,124.5905914,43.48126565,0,0,0,0,"FLOAT","USA",0,0.27568078,0.088847041,0.082361333,0.052499998,NA,NA,0.065142125,0.023704918,0.022255169,0.225983068,0.040537022,NA,NA,NA,0.055907745,0.049697701,0.138610855,0.140647575,0.067430668,"Australia",21.824,180.911,25.764,213.572,194,112.497,123933.964300367,78257.4998734409,69867,48399.6040764116,80125.4386412695,123933.964300367,"7913.9177562579","7135.4996162981","53814.1112064041","21286.0293748529","23267.8184148526","11261.9100623095",0.98,-1.44,0.147310508,0.037887905,0.109422603,0.26222285,0,27,0.260716921631053,58.123131,"Australia",0,0,0,0,9,0.3329,0.1807,1.84228002213614,0.611003946982796,3.08301028166105,5.19800519762831,5.26785815906333,0.229019440518414,NA,11.7275041567694,11.1543487137419,11.2677599488376,11.29134866867,10.7872469124318,11.7275041567694,4.06256370855183,NA
"28","2005","Australia",0,0,0,0,0,0,"AUS",NA,NA,10.859,2.540754484,3,"2.659",5.032,"0.305",1.426451647,2.755365318,NA,1258.894,NA,NA,"Australia",32.1,48.1,"Australia","AUS",193,20232,922371,0.275988813,144.3807071,-54844.17966,164137,139080,233036.6397,710108.9449,5.4575,5.339973114,250.2483227,5.0325,167.7072003,10.891,211032,207932,1.362954886,985477.6,531848,615977,369501,710925,4.90700413,129.5272064,43.36338978,0,0,0,0,"FLOAT","USA",0,0.210878313,0.037057549,0.063577078,0.054575,NA,NA,0.0142955,0.022762051,0.022441242,0.161777407,0.042263616,NA,NA,NA,0.05339973,0.049100913,0.086060077,0.086767152,0.059076041,"Australia",24.243,195.158,29.395,236.64,200,127.879,123514.738045716,79806.6942020836,70128.1,48914.4709650727,84184.4253762794,123514.738045716,"8606.8512210744","7560.2762481869","56154.8554646273","22010.8192552994","24387.3378760438","11862.4424423909",1.51,0.53,0.063571074,0.016320932,0.047250142,-0.105725225,0,28,0.086149467733158,56.540409,"Australia",0,0,1,0,9,0.3369,0.1759,1.91529277998863,0.649870498668995,3.18812791591942,5.27380948689349,5.29831736654804,0.229865732450207,NA,11.7241157643327,11.1580788486215,11.2873626671637,11.3407652113429,10.7978285614405,11.7241157643327,4.03495558605605,NA
"29","2006","Australia",0,0,0,0,0,0,"AUS",NA,NA,9.939,2.335783133,2.6,"3.554",4.774,"-0.197",1.690325509,3.773391564,NA,1306.397,NA,NA,"Australia",32.3,48.1,"Australia","AUS",193,20489,996430,0.273743952,149.5123106,-58500.4053,184750.16,163753,258691.4934,802491.6255,5.805,5.587872244,269.8449024,4.7823,175.9973896,9.959,225513,209797,1.263743207,1124441.89,588836,685281,439161,815892,4.703203639,129.289978,44.1721634,0,0,0,0,"FLOAT","USA",0,0.249655426,0.101469927,0.009242787,0.058049999,NA,NA,0.078310318,0.02315961,0.021477686,0.198670581,0.042534489,NA,NA,NA,0.055878721,0.050984841,0.145466223,0.147984058,0.033646394,"Australia",24.25,204.192,30.193,254.236,206,137.015,126501.872497144,82086.5232021334,70068.9,50688.0801920697,89112.6056010768,126501.872497144,"9023.4235623787","8700.7300050429","59254.4545152478","23929.7066235482","25832.2790470968","12133.9975184074",2,0.49,0.142541917,0.083566501,0.058975416,-0.059224666,0,29,0.22804938734,54.397961,"Australia",0,0,0,0,9,0.3383,0.1758,1.92434584755404,0.654586090535586,3.18841661738349,5.31906072768594,5.32787616878958,0.220362734007226,NA,11.7480123893891,11.1572343226542,11.3155291309569,11.3976560804562,10.8334460572449,11.7480123893891,3.9963266715418,NA
"30","2007","Australia",0,0,0,0,0,0,"AUS",NA,NA,9.666,3.973979058,4.4,"2.356",4.37,"0.892",2.007361761,3.586199295,NA,1353.247,NA,NA,"Australia",32.7,48.1,"Australia","AUS",193,20750,1086590,0.278195602,153.0348519,-72997.1162,196756.4153,168386,292631.3051,984506.233,6.387526536,5.994520837,300.4155668,4.377,183.9895584,9.688,254761,224579,1.13430127,1352075.79,660823,772485,579591,961787,4.451882695,117.1962891,37.63911227,0,0,0,0,"FLOAT","USA",0,0.179533705,0.135941744,0.027799387,0.063875265,NA,NA,0.113290966,0.022650775,0.020345781,0.137607858,0.036854401,NA,NA,NA,0.059945207,0.041925855,0.146125212,0.148126632,0.045837328,"Australia",26.064,221.369,33.194,281.924,212,155.374,128587.42939179,86226.6530716788,72099.1,50028.5288230524,95125.3299366276,128587.42939179,"10120.4237853008","8977.8322992251","63435.6239011311","24678.1406109035","24984.4377261467","12591.4499509705",0.73,-1.27,0.042450272,0.041224838,0.001225434,-0.029245109,0,30,0,51.646229,"Australia",0,0,0,0,8.364,0.3414,0.1788,1.90939597315436,0.646786947620926,3.26055505185969,5.39983099240424,5.35658627467201,0.213639347638601,NA,11.7643643363328,11.1857968405322,11.3647346092267,11.4629505636114,10.8203486981545,11.7643643363328,3.94441718225164,NA
"31","2008","Australia",0,0,0,0,0,0,"AUS",NA,NA,11.74,-0.357826087,2.6,"4.348",4.243,"0.428",2.109733061,1.892559156,NA,1378.858,NA,NA,"Australia",33,48.1,"Australia","AUS",193,21007,1177310,0.282786889,159.6885411,-55780.9478,236528.046,222341,331574.1932,1145669.758,6.671666667,5.81794394,313.5452752,4.2342,191.2116598,11.753,303713,281011,1.443418014,1561969.96,775210,879526,682444,1117401,4.044531359,118.3521271,42.42196332,0,0,0,0,"FLOAT","USA",0,-0.403847843,0.065635592,0.275556028,0.066716664,NA,NA,0.043702733,0.021932857,0.021014467,-0.430104345,0.046072438,NA,NA,NA,0.058179438,0.026256483,-0.032798685,-0.039177634,0.171136349,"Australia",30.283,234.881,39.908,309.536,219,191.092,154931.232467657,90498.4308968822,77319.1,51558.4837731199,99534.9383882404,154931.232467657,"10455.3277071297","9898.9490554905","66300.8784188133","25215.2116621084","27768.650817765","12879.783206807",-1.08,-1.81,0,0,0,-0.824000479,0,31,0,66.910278,"Australia",0,0,0,0,1,0.3431,0.1728,1.98553240740741,0.685887093494449,3.41058649895884,5.45907900291028,5.3890717298165,0.208841814414,NA,11.9507366359555,11.2556962933166,11.4130877913817,11.5082640010919,10.8504720495827,11.9507366359555,4.20335258762095,NA
"32","2009","Australia",0,0,0,0,0,0,"AUS",NA,NA,16.62,3.879847495,2,"1.77",5.569,"-0.585",1.736137465,2.226552698,NA,1409.559,NA,NA,"Australia",33,48.1,"Australia","AUS",193,21388.48305,1260140,0.273217171,162.5152718,-58747.7268,208833.9548,196556,345265.2057,1191375.429,3.278174603,5.039511842,324.323394,5.5607,198.5577551,16.654,298933,324569,1.1149515,1686967.5,901540,1005488.94,681479,1057062,4.655062153,120.7187729,44.85163829,0,0,0,0,"FLOAT","USA",0,0.395780742,0.05679756,-0.075583942,0.032781746,NA,NA,0.034374651,0.02242291,0.021677746,0.334326237,0.04605658,NA,NA,NA,0.05039512,0.061454501,0.13709648,0.143148333,-0.021401098,"Australia",32.776,226.315,43.64,301.324,228,171.178,139577.986961951,96741.6375184436,93630.5,59322.5085532487,108267.684520574,139577.986961951,"11346.6616840774","11818.8989370242","70940.4094832978","26782.444112207","29193.3395614619","14161.7144161747",-4.39,-3.31,0.004161336,0.002063109,0.002098226,-1.393922123,0,32,0,67.435806,"Australia",0,0,0,0,1,0.3512,0.1766,1.98867497168743,0.687468573591102,3.48969654024457,5.42192783413704,5.42934562895444,0.254939302947809,NA,11.8463787703576,11.4471114640874,11.4797991732385,11.5923619999173,10.9907440838481,11.8463787703576,4.21117612314771,NA
"33","2010","Australia",1.4,0.15,1.25,1,1,1,"AUS",NA,NA,20.347,2.646740701,2.4,"2.863",5.209,"-0.988",1.27318187,2.408980397,NA,1443.515,NA,NA,"Australia",32.9,48.1,"Australia","AUS",193,21687.80052,1301210,0.26358232,167.1685055,-47533.2013,219554.78,231143,373261.9431,1313270.694,4.346041667,5.366041667,363.5165534,5.2113,209.153796,20.395,292767,339239,0.983961429,1748002.81,995049,1099118,648885,1066960,4.573344318,118.055954,42.23760129,0,0,0,0,"FLOAT","USA",0,0.033062503,0.143466294,0.073806435,0.043460418,NA,NA,0.120848663,0.022617638,0.02017903,-0.007332009,0.04069287,NA,NA,NA,0.053660415,0.040394507,0.113460854,0.115995921,0.058633424,"Australia",41.594,228.662,55.377,304.43,232,216.39,138644.084319515,98529.1214539344,92725.2,60123.6030286484,101249.98718807,138644.084319515,"9964.6365498841","12940.9014236114","64420.6172377937","26629.6847898517","27774.4020489776","13923.8319767808",-3.93,0.46,0.043189918,0.019902899,0.023228259,2.667872177,0,33,0,54.843479,"Australia",0,1,0,0,1,0.3487,0.1765,1.97563739376771,0.680891077308254,3.72795592609573,5.43224493068626,5.44673737166631,0.255912934978511,NA,11.8396653838482,11.4373955592711,11.4981074327431,11.5253478584312,11.0041577726874,11.8396653838482,4.00448329177749,NA
"34","2011","Australia",1.9,1.35,0.55,0,0,0,"AUS",NA,NA,24.041,0.314120708,2.8,"3.356",5.082,"-1.12",1.236368687,3.918421353,NA,1500.078,NA,NA,"Australia",32.7,48,"Australia","AUS",193,22030.15711,1416620,0.264430012,172.7784787,-43589.3974,235789.42,261697,380358.457,1416981.409,4.692708333,4.879583333,354.1101951,5.0811,217.6158364,24.069,309890,356100,0.984639622,1845646.69,1065010,1165541,680106,1113522,4.645921484,116.0945663,40.78293211,0,0,0,0,"FLOAT","USA",0,-0.11430838,-0.004763406,0.196348175,0.046927083,NA,NA,-0.025877744,0.021114338,0.021675244,-0.151829004,0.044237103,NA,NA,NA,0.048795834,0.037520628,-0.019882727,-0.028932104,0.121637627,"Australia",38.9,250.671,52.157,336.102,239,261.059,146831.214243418,107687.418000698,88115.5,68103.8487433019,108422.038832033,146831.214243418,"8633.5438826604","15167.1716160421","70480.6221316929","27510.800575391","27877.6112497296","14140.7014183699",-3.43,0.5,0.119651772,0.049104082,0.07054769,-0.850411541,0,34,0.271009790868421,43.074631,"Australia",0,0,0,0,1,0.3515,0.1776,1.97916666666667,0.68267588069265,3.6609942506244,5.52414132236635,5.47646355193151,0.199790085766053,NA,11.8970390036457,11.3864037328851,11.5869880318139,11.5937866575816,11.128789006595,11.8970390036457,3.76293421592344,NA
"35","2012","Australia",3,1.7,1.3,0,0,0,"AUS",NA,NA,27.52,1.583616914,3.8,"1.686",5.226,"-0.443",1.327394436,2.606197811,NA,1539.173,NA,NA,"Australia",32.5,47.9,"Australia","AUS",193,22427.29074,1499460,0.282403444,175.6921858,-64416.8016,251642.32,247749,422251.1111,1516300.583,3.696666667,3.379166667,351.366674,5.2236,225.9234283,27.536,338109,377739,0.961076406,1932023.94,1136656,1235795,696229,1182333,4.696454158,111.9251251,40.29358611,0,0,0,0,"FLOAT","USA",0,0.188408196,0.014366537,0.079068653,0.036966667,NA,NA,-0.007746181,0.022112718,0.022285344,0.13466309,0.047366574,NA,NA,NA,0.033791665,0.053745102,0.055630997,0.055455323,0.05801766,"Australia",37.781,280.838,50.737,377.143,248,292.457,152646.348426389,109445.855051767,90942.1,67400.658519801,110252.760818822,152646.348426389,"8787.8645449211","16078.0479142667","71366.1098142226","27799.20513595","28723.2423853191","14020.7385454113",-3.13,0.3,0.126726653,0.050244544,0.076482109,0.152143783,0,35,0.159585871924211,37.95945,"Australia",1,0,1,2,1,0.3508,0.1765,1.98753541076487,0.686895384124677,3.6318063307543,5.63777799063103,5.51342874616498,0.173485332886544,NA,11.935879076661,11.4179783192611,11.6031852315328,11.6105308344361,11.1184100671761,11.935879076661,3.63651848470104,NA
"36","2013","Australia",0,0,0,0,0,0,"AUS",NA,NA,30.461,1.77950495,2.2,"2.45",5.669,"-0.919",1.234511241,2.60737422,NA,1579.305,NA,NA,"Australia",32.6,48.1,"Australia","AUS",193,22789.21056,1536310,0.272385075,180.0410022,-51973.3673,241991,261958,484251.6928,1620778,2.7375,3.696666667,374.645806,5.662,236.5064172,30.497,376071,419640,1.128031585,2110197,1213806,1317468.8,792728.2,1274590,4.611229392,110.6745224,39.86604836,0,0,0,0,"FLOAT","USA",0,0.196557119,0.089002557,-0.049087983,0.027375,NA,NA,0.066252112,0.022750443,0.021336833,0.147601083,0.042659458,NA,NA,NA,0.036966667,0.04895604,0.106658235,0.115541697,-0.010856492,"Australia",35.353,276.433,48.449,378.833,250,297.347,159745.581979975,111336.573359844,91053.4,72452.5905415455,114467.15553414,159745.581979975,"8841.8461079647","16237.3652230566","75158.6536794598","28132.7877057348","30062.8691194319","14229.2907496756",-1.45,1.68,0.121122364,0.057712228,0.063468896,0.143724128,0,36,0.244213819743158,41.497471,"Australia",0,0,0,1,3.3016,0.3482,0.1752,1.98744292237443,0.686848848831798,3.56538325437112,5.62196847695207,5.52146091786225,0.162937577981281,NA,11.9813377160199,11.4192014265783,11.6203130849018,11.6480432095965,11.1906877033766,11.9813377160199,3.72563248562071,NA
"37","2014","Australia",1.2,0.4,0.8,1,1,1,"AUS",NA,NA,34.021,0.297315777,2.6,"2.513",6.063,"-1.069",1.103862616,2.201791294,NA,1614.078,NA,NA,"Australia",32.7,48.3,"Australia","AUS",193,23123.74185,1598530,0.264480382,184.5202832,-49074.871,237012,265923,541211.6323,1736405,2.5,3.655416667,408.5020263,6.0768,242.8540352,34.027,382186,419020,1.219214826,2298228.4,1309261.3,1413641.7,884586.7,1355534.875,4.641307278,110.6375427,40.11317949,0,0,0,0,"FLOAT","USA",0,0.056099474,0.112338841,0.184414044,0.025,NA,NA,0.090528272,0.021810565,0.02,0.011023916,0.042800002,NA,NA,NA,0.036554165,0.043271825,0.099538215,0.09911713,0.104707025,"Australia",36.362,268.002,50.972,375.679,254,275.707,169098.777784155,115722.117492378,93557.4,75738.0525847219,113262.354405731,169098.777784155,"9419.8196761197","13298.2183278358","76023.1702926664","30098.3206841805","32891.880368767","14521.1457715505",-1.2,0.25,0.157021274,0.064974101,0.092047173,-0.142300218,0,37,0.38686421130579,42.538399,"Australia",0,0,1,7,9,0.3486,0.175,1.992,0.689139159162407,3.59352427329708,5.59099444316958,5.53733426701854,0.184877424222091,NA,12.0382383070909,11.4463304306583,11.6589470573359,11.6374621270708,11.2350359892784,12.0382383070909,3.75040717389697,NA
"38","2015","Australia",0,0,0,0,0,0,"AUS",NA,NA,37.708,1.395201508,2.3,"1.485",6.056,"-1.461",1.123370686,2.779171762,NA,1658.936,NA,NA,"Australia",32.7,48.3,"Australia","AUS",193,23461.20763,1624600,0.258337184,187.2600376,-75024.028,208499,249613,616593.3089,1838907,2.109166667,2.710208333,445.4765827,6.0542,245.9756363,37.699,395636,430889,1.368738024,2504150.4,1409386.1,1522663.2,981487.2,1472085.625,5.24770686,113.065712,42.68318106,0,0,0,0,"FLOAT","USA",0,0.025605125,0.110453129,0.022371205,0.021091666,NA,NA,0.090268888,0.020184243,0.018513087,-0.021253003,0.047899999,NA,NA,NA,0.027102083,0.046881981,0.086075559,0.091458239,0.021731436,"Australia",33.928,258.312,49.133,374.073,259,259.299,174960,123939,97076,76349,114367,174960,"9214.","14227.","75234.","31702.","36416.","15692.",-0.45,0.75,0.097374371,0.050582081,0.04679229,0.238184864,0,38,0.280369418742105,49.586262,"Australia",0,2,4,1,9,0.3448,0.1717,2.00815375655213,0.697215770886108,3.52424063217229,5.55416815663011,5.55682806169954,0.18948395481664,NA,12.0723126553506,11.4832494558602,11.7275447880633,11.6471678547763,11.2430702129841,12.0723126553506,3.90371381955955,NA
"39","2016","Australia",0,0,0,0,0,0,"AUS",NA,NA,40.582,1.482712494,2.7,"1.277",5.713,"-1.09",1.287457384,2.318715128,NA,1697.402,NA,NA,"Australia",32.7,48.3,"Australia","AUS",193,23857.3631,1660710,0.245362679,189.6518867,-54421.4667,196269,258469,669057.3098,1961535,1.7325,2.333541667,469.9777947,5.7099,250.0543833,40.508,420093,450102,1.381978994,2667510,1516309.6,1626470.9,1041039.1,1500321.25,5.360131595,113.2450485,43.42702038,0,0,0,0,"FLOAT","USA",0,0.1193,0.07365334,0.014192427,0.019867,NA,NA,0.05500102,0.018652316,0.017679904,0.072499998,0.043636367,NA,NA,NA,0.023373036,0.046799999,0.083199315,0.095081612,0.017029714,"Australia",39.085,246.46,57.119,360.174,272,241.049,170720.593686947,129845.054771022,97378.5,74686.0388524004,116155.87846631,170720.593686947,"9198.1539669673","14816.0321450301","76713.0285850049","32278.4389839337","37768.9670126741","15428.6635451794",-1.14,-0.69,0,0,0,-0.223822131,0,39,0.0462248035805263,44.661869,"Australia",0,0,2,12,9,0.3374,0.1743,1.93574297188755,0.660491217585892,3.66573876167229,5.50719970850998,5.605802066296,0.236960120141548,NA,12.0477835440773,11.4863607260444,11.7740971321995,11.6626883479063,11.2210484574341,12.0477835440773,3.79912009506613,NA
"40","2017","Australia",0,0,0,0,0,0,"AUS",NA,NA,41.151,0.635044715,2.4,"1.995",5.593,"-1.019",1.330246069,2.906382813,NA,1746.735,NA,NA,"Australia",32.7,48.2,"Australia","AUS",193,24231.99902,1763630,0.242108749,193.435357,-45554.5629,228779,301334,730875.1853,2049361,1.74,2.639166667,509.179734,5.5911,253.9438764,41.074,459576,463877,1.282051282,2764799.7,1600576.2,1708326.3,1056473.4,1503138.375,5.81111529,113.8200339,41.58573559,0,0,0,0,"FLOAT","USA",0,0.123199999,0.101279862,0.036124147,0.0174,NA,NA,0.083487988,0.017791877,0.016420927,0.077299997,0.042606518,NA,NA,NA,-0.035316266,0.045900002,0.099197254,0.112019978,0.026762074,"Australia",45.913,249.996,67.838,369.383,285,264.431,171208.639489809,131560.402722221,101982.4,72352.2555114652,127631.374959998,171208.639489809,"9752.0192565353","15979.3720076498","84762.45286599","34579.9898205131","39428.5369746655","17137.5308298233",-0.21,0.93,0,0,0,0.279848345,0,40,0.044915366798421,40.210701,"Australia",0,0,1,10,9,0.3436,0.173,1.98612716763006,0.686186595612321,3.82674830136691,5.52144491773424,5.65248918026865,0.256543294848183,NA,12.0506382057261,11.5325555283585,11.787221361428,11.7569015049344,11.1893019065767,12.0506382057261,3.69413315423148,NA
